case,tool,valid_preliminary,samples,measurement_seconds,first_uptime,last_uptime,delta_exec total,rate_exec total_per_s,delta_calls scheduled,rate_calls scheduled_per_s,delta_calls executed,rate_calls executed_per_s,delta_calls finished,rate_calls finished_per_s,calls_executed_per_exec_total,delta_ddrd pairs fuzz,rate_ddrd pairs fuzz_per_s,delta_ddrd varnames fuzz,rate_ddrd varnames fuzz_per_s,delta_uaf corpus,rate_uaf corpus_per_s,delta_uaf pairs fuzz,rate_uaf pairs fuzz_per_s,delta_dynamic threshold (μs),rate_dynamic threshold (μs)_per_s,last_ddrd_pairs_fuzz,last_uaf_corpus,validate_last_poll_accepted,validate_last_poll_acked,validate_last_poll_pending,validate_last_poll_seq,storage_total,storage_queueable,storage_discovered,storage_queued,storage_processing,storage_processed,storage_validated,storage_invalid,storage_unknown,storage_with_corpus,storage_with_history,storage_max_queue_seq
mrpfuzz-complete-fuzz,mrpfuzz,True,30,1440.0,320,1760,1338,0.929167,17067,11.852083,17102,11.876389,17047,11.838194,12.781764,1687,1.132215,1034,0.69396,71,0.047651,1687,1.132215,-6275,-4.211409,1915,79,1,0,78,1786440476435754814,1915,0,0,0,1554,354,0,7,0,1915,1876,1786440476435754814
segfuzz-4core,segfuzz,True,29,1380.0,332,1712,10097,7.316667,73201,53.044203,73126,52.989855,72917,52.838406,7.242349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
